STT,Course ID,Khóa học,Môn học,Chương,Folder,Lesson ID,Tên bài,Loại video,Video ID,Link video,Số tài liệu,Tài liệu (title:url),Ngày tạo,Ngày cập nhật
"31","2k9-dgnl-dgnl-hcm-empire-team","2K9 DGNL | DGNL HCM - EMPIRE TEAM","GIAI ĐOẠN HỖ TRỢ ÔN THI HK2 11 (Bỏ qua k cần học nhé)","TOÁN HỌC","","Tj88GgChu6acCiqj1pzH","CHỦ ĐỀ 2.4 HAI MẶT PHẲNG VUÔNG GÓC (ĐÚNG SAI VÀ TRẢ LỜI NGẮN) P2","backblaze","b2:2k9 EMPIRE/2/CHU-dE-2.4-HAI-MAT-PHANG-VUONG-GOC-dUNG-SAI-VA-TRA-LOI-NGAN-P2.mp4","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20EMPIRE/2/CHU-dE-2.4-HAI-MAT-PHANG-VUONG-GOC-dUNG-SAI-VA-TRA-LOI-NGAN-P2.mp4?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","0","","12/5/2026","19/5/2026"
"32","2k9-dgnl-dgnl-hcm-empire-team","2K9 DGNL | DGNL HCM - EMPIRE TEAM","GIAI ĐOẠN HỖ TRỢ ÔN THI HK2 11 (Bỏ qua k cần học nhé)","TOÁN HỌC","","Omjv5ja1B6CYxQgo7WAU","CHỦ ĐỀ 2.5 KHOẢNG CÁCH TRONG KHÔNG GIAN","r2","","","0","","12/5/2026","12/5/2026"
"33","2k9-dgnl-dgnl-hcm-empire-team","2K9 DGNL | DGNL HCM - EMPIRE TEAM","Bổ trợ kiến thức nền tảng","Toán học","","rg6pxTK5eZGuQ70ALKnV","TỔNG ÔN GIỚI HẠN DÃY SỐ P1","hls","b2:2k9 EMPIRE/6/TONG-ON-GIOI-HAN-DAY-SO-P1-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20EMPIRE/6/TONG-ON-GIOI-HAN-DAY-SO-P1-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","1","Folder tài liệu:https://drive.google.com/drive/folders/1YZMuulxyCDq1CZSKBMOrMyxAlPKWeKu8?usp=drive_link","9/6/2026","1/7/2026"
"34","2k9-dgnl-dgnl-hcm-empire-team","2K9 DGNL | DGNL HCM - EMPIRE TEAM","KIẾN THỨC NỀN TẢNG TRỌNG TÂM","Toán học","","vLboSdJsQ6kBIqKXap2J","CHUYÊN ĐỀ 1. TAM THỨC BẬC 2 VÀ XÉT DẤU","hls","b2:2k9 EMPIRE/8/Chuyen-de-1.-Tam-Thuc-Bac-2-Va-Xet-Dau-1-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20EMPIRE/8/Chuyen-de-1.-Tam-Thuc-Bac-2-Va-Xet-Dau-1-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","11","Bài tập có lời giải:https://drive.google.com/file/d/1r02A6GLpJtIDv3fqhBrzQ8j6acsq--RW/view?usp=drive_link | đề 1 cách dòng:https://drive.google.com/file/d/1GNi1bpcKyFSYyc7tvUU0KXsoVhc8gj2l/view?usp=drive_link | tài liệu:https://drive.google.com/file/d/1YoaR0QWbE33UGfTKNPoTAFemBCccrenl/view?usp=drive_link | đề 1 có lời giải:https://drive.google.com/file/d/16Px4k38cHSp3MjQXFcPQK8QzwrJ7Wvaj/view?usp=drive_link | đề 1:https://drive.google.com/file/d/1jb35DLfU5D48-tZE_Z4k808pvkA6eZcz/view?usp=drive_link | đề 2:https://drive.google.com/file/d/1Odpeg7bg2IgXycrkgtI61K3S0jK3UK9Y/view?usp=drive_link | đề 3 có lời giải:https://drive.google.com/file/d/1ssf-MK9nuTlc0uqC74pRnr8GS8hW7lw2/view?usp=drive_link | đề 2 cách dòng:https://drive.google.com/file/d/1XiicgL2QfnkxZ1C5emmGgt0ilH0a71Kb/view?usp=drive_link | đề 2 có lời giải:https://drive.google.com/file/d/1NNebRwI3WYJ65VM_e775kxapMIPG9-Pp/view?usp=drive_link | đề 3:https://drive.google.com/file/d/1ZPnviJ6THuitMthO3m_XsoQAfr0io8tI/view?usp=drive_link | đề 3 cách dòng:https://drive.google.com/file/d/1eIjb7QEd1AXuPru0g0sl_7Smp-Fu_ecw/view?usp=drive_link","4/6/2026","30/6/2026"
"35","2k9-dgnl-dgnl-hcm-empire-team","2K9 DGNL | DGNL HCM - EMPIRE TEAM","GIAI ĐOẠN HỖ TRỢ ÔN THI HK2 11 (Bỏ qua k cần học nhé)","TƯ VẤN HỌC VIÊN LỘ TRÌNH HỌC","","y76qkwGcbmFM6FsKdZLK","TƯ VẤN HỌC VIÊN 2K9 LỘ TRÌNH HỌC","drive","https://drive.google.com/file/d/1t9TShKorQJuB9WpoRLe0d30cmrBAIc09/view?usp=drive_link","https://drive.google.com/file/d/1t9TShKorQJuB9WpoRLe0d30cmrBAIc09/view?usp=drive_link","0","","19/4/2026","12/5/2026"
"36","2k9-dgnl-dgnl-hcm-empire-team","2K9 DGNL | DGNL HCM - EMPIRE TEAM","KIẾN THỨC NỀN TẢNG TRỌNG TÂM","Toán học","","Hj9n9IMJwfglUQDwC5YQ","CHUYÊN ĐỀ 2. TỔNG ÔN GIỚI HẠN VÀ ĐẠO HÀM","hls","b2:2k9 EMPIRE/5/CHUYEN-dE-2.-TONG-ON-GIOI-HAN-VA-dAO-HAM-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20EMPIRE/5/CHUYEN-dE-2.-TONG-ON-GIOI-HAN-VA-dAO-HAM-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","9","Đề 1 cách dòng:https://drive.google.com/file/d/1UTO_WX5mRP_AlOmJDlOVJON90hpjnbm9/view?usp=drive_link | Đề 4 cách dòng:https://drive.google.com/file/d/1OAAQ0mJgTPBtnZ-CcVHxa18ruo25cVsK/view?usp=drive_link | Đề 2:https://drive.google.com/file/d/1lpxSSLInsctnUvzjYfp7faHLsp750k1h/view?usp=drive_link | Đề 4:https://drive.google.com/file/d/1i4J7BLG8dUloqkfJZwoGTX0XGiln_Pqe/view?usp=drive_link | tài liệu ( có bài tập ở cuối ):https://drive.google.com/file/d/10nHXxQ7TwuCsd1EQ_7TxnNOyWtHoC4g5/view?usp=drive_link | Đề 1:https://drive.google.com/file/d/1LqrL4ZlhaizNjhH9SQs9HS9Bpirkon-l/view?usp=drive_link | BVT-giải bài tập:https://drive.google.com/file/d/1QMONvCqEYO7736rTlBH3_ry6u45oz7Gy/view?usp=drive_link | Bài tập có lời giải:https://drive.google.com/file/d/1xgSgvC_RFKr1w6lCIPaZO1qbFYSVJQb4/view?usp=drive_link | Đề 2 cách dòng:https://drive.google.com/file/d/1ztO6W3BWcUk0GWMlMYTXp5W7QDALcld7/view?usp=drive_link","6/6/2026","30/6/2026"
"37","2k9-dgnl-dgnl-hcm-empire-team","2K9 DGNL | DGNL HCM - EMPIRE TEAM","Bổ trợ kiến thức nền tảng","Toán học","","U38OihYZR8M0f5oQrO1Q","TỔNG ÔN GIỚI HẠN DÃY SỐ P2","hls","b2:2k9 EMPIRE/7/TONG-ON-GIOI-HAN-DAY-SO-P2-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20EMPIRE/7/TONG-ON-GIOI-HAN-DAY-SO-P2-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","1","Folder tài liệu:https://drive.google.com/drive/folders/1YZMuulxyCDq1CZSKBMOrMyxAlPKWeKu8?usp=drive_link","11/6/2026","1/7/2026"
"38","2k9-dgnl-dgnl-hcm-empire-team","2K9 DGNL | DGNL HCM - EMPIRE TEAM","Bổ trợ kiến thức nền tảng","Toán học","","ZBHlTp6CcCdGCJteK28H","TỔNG ÔN GIỚI HẠN DÃY SỐ P3","hls","b2:2k9 EMPIRE/6/TONG-ON-GIOI-HAN-DAY-SO-P3-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20EMPIRE/6/TONG-ON-GIOI-HAN-DAY-SO-P3-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","1","Folder tài liệu:https://drive.google.com/drive/folders/1YZMuulxyCDq1CZSKBMOrMyxAlPKWeKu8?usp=drive_link","11/6/2026","1/7/2026"
"39","2k9-dgnl-dgnl-hcm-empire-team","2K9 DGNL | DGNL HCM - EMPIRE TEAM","KIẾN THỨC NỀN TẢNG TRỌNG TÂM","Toán học","","xLIfqiBQ9eqU5ngDS4Te","VECTOR TRONG KHÔNG GIAN BUỔI 1","hls","b2:2k9 EMPIRE/6/VECTOR-TRONG-KHONG-GIAN-BUOI-1-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20EMPIRE/6/VECTOR-TRONG-KHONG-GIAN-BUOI-1-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","3","File tài liệu k cách dòng:https://drive.google.com/file/d/1JCJS2Gk4lFMHVgX8niaPC1PXb6AjaKKy/view?usp=drive_link | BVT-dạy:https://drive.google.com/file/d/1jOzQnYuHH0Ie1HaKx1bA_RPt3PWUnd2g/view?usp=drive_link | File tài liệu cách dòng:https://drive.google.com/file/d/1-Md_AdbKC65ZO8HFC418PSI1de9mqczg/view?usp=drive_link","9/6/2026","30/6/2026"
"40","2k9-dgnl-dgnl-hcm-empire-team","2K9 DGNL | DGNL HCM - EMPIRE TEAM","Bổ trợ kiến thức nền tảng","Toán học","","BxaYvhQlPVJZk7ATqgVW","TỔNG ÔN GIỚI HẠN HÀM SỐ P1","hls","b2:2k9 EMPIRE/8/TONG-ON-GIOI-HAN-HAM-SO-P1-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20EMPIRE/8/TONG-ON-GIOI-HAN-HAM-SO-P1-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","1","Folder tài liệu:https://drive.google.com/drive/folders/1YZMuulxyCDq1CZSKBMOrMyxAlPKWeKu8?usp=drive_link","14/6/2026","1/7/2026"
"41","2k9-dgnl-dgnl-hcm-empire-team","2K9 DGNL | DGNL HCM - EMPIRE TEAM","KIẾN THỨC NỀN TẢNG TRỌNG TÂM","Toán học","","vm1Iu0LwrYqAQyg3fc2m","CHUYÊN ĐỀ 3. VECTOR TRONG KHÔNG GIAN BUỔI 2","hls","b2:2k9 EMPIRE/8/Chuyen-de-3.-Vector-Trong-Khong-Gian-Buoi-2-1-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20EMPIRE/8/Chuyen-de-3.-Vector-Trong-Khong-Gian-Buoi-2-1-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","0","","11/6/2026","30/6/2026"
"42","2k9-dgnl-dgnl-hcm-empire-team","2K9 DGNL | DGNL HCM - EMPIRE TEAM","KIẾN THỨC NỀN TẢNG TRỌNG TÂM","Toán học","","0p5nswlhMdvuBRuLLqGk","CHUYÊN ĐỀ 3. VECTOR TRONG KHÔNG GIAN BUỔI 3","hls","b2:2k9 EMPIRE/8/CHUYEN-dE-3.-VECTOR-TRONG-KHONG-GIAN-BUOI-3-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20EMPIRE/8/CHUYEN-dE-3.-VECTOR-TRONG-KHONG-GIAN-BUOI-3-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","1","Tài liệu:https://drive.google.com/file/d/16ONvP1jwRZ4HAcJoJlW1km5HwbvsMoYJ/view?usp=drive_link","14/6/2026","30/6/2026"
"43","2k9-dgnl-dgnl-hcm-empire-team","2K9 DGNL | DGNL HCM - EMPIRE TEAM","Bổ trợ kiến thức nền tảng","Toán học","","T2jPqLVKNI2fD67pQQXt","TỔNG ÔN GIỚI HẠN HÀM SỐ P2","hls","b2:2k9 EMPIRE/8/TONG-ON-GIOI-HAN-HAM-SO-P2-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20EMPIRE/8/TONG-ON-GIOI-HAN-HAM-SO-P2-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","1","Folder tài liệu:https://drive.google.com/drive/folders/1YZMuulxyCDq1CZSKBMOrMyxAlPKWeKu8?usp=drive_link","14/6/2026","1/7/2026"
"44","2k9-dgnl-dgnl-hcm-empire-team","2K9 DGNL | DGNL HCM - EMPIRE TEAM","KIẾN THỨC NỀN TẢNG TRỌNG TÂM","Toán học","","7fq4swvCPWK5PosrL7D7","CHỦ ĐỀ 4. NỀN TẢNG ĐƠN ĐIỆU VÀ CỰC TRỊ","hls","b2:2k9 EMPIRE/9/CHU-dE-4.-NEN-TANG-dON-dIEU-VA-CUC-TRI-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20EMPIRE/9/CHU-dE-4.-NEN-TANG-dON-dIEU-VA-CUC-TRI-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","3","File bài dạy:https://drive.google.com/file/d/1k_a-lIDg1VU_9gqqKq2VRjgv0icuKMRV/view?usp=drive_link | file tài liệu cách dòng:https://drive.google.com/file/d/1yldTLzQjB8_ooAA11rdN4QR9X21TPjB9/view?usp=drive_link | File tài liệu:https://drive.google.com/file/d/1TTctYKYPt9gKr7KPMl7ra14bHGyjvOxI/view?usp=drive_link","17/6/2026","30/6/2026"
"45","2k9-dgnl-dgnl-hcm-empire-team","2K9 DGNL | DGNL HCM - EMPIRE TEAM","Bổ trợ kiến thức nền tảng","Toán học","","EidjjJC1I0H9ratXbLzk","TỔNG ÔN GIỚI HẠN HÀM SỐ P3","hls","b2:2k9 EMPIRE/8/TONG-ON-GIOI-HAN-HAM-SO-P3-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20EMPIRE/8/TONG-ON-GIOI-HAN-HAM-SO-P3-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","1","Folder tài liệu:https://drive.google.com/drive/folders/1YZMuulxyCDq1CZSKBMOrMyxAlPKWeKu8?usp=drive_link","15/6/2026","1/7/2026"
"46","2k9-dgnl-dgnl-hcm-empire-team","2K9 DGNL | DGNL HCM - EMPIRE TEAM","Bổ trợ kiến thức nền tảng","Toán học","","BEq0b7xTGDIg6ZOrQvJe","TỔNG ÔN LIÊN TỤC HÀM SỐ P1","hls","b2:2k9 EMPIRE/9/TONG-ON-LIEN-TUC-HAM-SO-P1-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20EMPIRE/9/TONG-ON-LIEN-TUC-HAM-SO-P1-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","1","Folder tài liệu:https://drive.google.com/drive/folders/1YZMuulxyCDq1CZSKBMOrMyxAlPKWeKu8?usp=drive_link","17/6/2026","1/7/2026"
"47","2k9-dgnl-dgnl-hcm-empire-team","2K9 DGNL | DGNL HCM - EMPIRE TEAM","KIẾN THỨC NỀN TẢNG TRỌNG TÂM","Toán học","","KS7vW2TFk4ZtaD2g2Cnc","CHỦ ĐỀ 4. NỀN TẢNG ĐƠN ĐIỆU VÀ CỰC TRỊ - CHỮA ĐỀ SỐ 1","hls","b2:2k9 EMPIRE/10/CHU-dE-4.-NEN-TANG-dON-dIEU-VA-CUC-TRI-CHUA-dE-SO-1-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20EMPIRE/10/CHU-dE-4.-NEN-TANG-dON-dIEU-VA-CUC-TRI-CHUA-dE-SO-1-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","1","Tài liệu:https://drive.google.com/drive/folders/1dfZ2Uv--JyIU-cdoaVe1Dn3YB3ueLfDC?usp=drive_link","26/6/2026","30/6/2026"
"48","2k9-dgnl-dgnl-hcm-empire-team","2K9 DGNL | DGNL HCM - EMPIRE TEAM","KIẾN THỨC NỀN TẢNG TRỌNG TÂM","Toán học","","kvIqABHcw9atAolCwj5Q","CHỦ ĐỀ 4. NỀN TẢNG ĐƠN ĐIỆU VÀ CỰC TRỊ - CHỮA ĐỀ SỐ 2","hls","b2:2k9 EMPIRE/10/CHU-dE-4.-NEN-TANG-dON-dIEU-VA-CUC-TRI-CHUA-dE-SO-2-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20EMPIRE/10/CHU-dE-4.-NEN-TANG-dON-dIEU-VA-CUC-TRI-CHUA-dE-SO-2-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","1","Tài liệu:https://drive.google.com/drive/folders/1dfZ2Uv--JyIU-cdoaVe1Dn3YB3ueLfDC?usp=drive_link","26/6/2026","30/6/2026"
"49","2k9-dgnl-dgnl-hcm-empire-team","2K9 DGNL | DGNL HCM - EMPIRE TEAM","Bổ trợ kiến thức nền tảng","Toán học","","zvI3yuVBfJGy3kGfWRsh","TỔNG ÔN LIÊN TỤC HÀM SỐ P2","hls","b2:2k9 EMPIRE/10/TONG-ON-LIEN-TUC-HAM-SO-P2-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20EMPIRE/10/TONG-ON-LIEN-TUC-HAM-SO-P2-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","1","Folder tài liệu:https://drive.google.com/drive/folders/1He24erKmDhD6iO-dlx9a63Zafz0pPGZt?usp=drive_link","30/6/2026","1/7/2026"
"50","2k9-dgnl-dgnl-hcm-empire-team","2K9 DGNL | DGNL HCM - EMPIRE TEAM","Bổ trợ kiến thức nền tảng","Toán học","","VBJNE5WFUHX6CQ4P1Dpq","ĐANG CẬP NHẬP","hls","b2:2k9 EMPIRE/10/dANG-CAP-NHAP-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20EMPIRE/10/dANG-CAP-NHAP-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","0","","30/6/2026","1/7/2026"
"51","2k9-dgnl-dgnl-hcm-empire-team","2K9 DGNL | DGNL HCM - EMPIRE TEAM","KIẾN THỨC NỀN TẢNG TRỌNG TÂM","Toán học","","z9NRZ5utbEOqYFUL6u6Z","CHỦ ĐỀ 4. NỀN TẢNG ĐƠN ĐIỆU VÀ CỰC TRỊ - CHỮA ĐỀ SỐ 3","hls","b2:2k9 EMPIRE/10/CHU-dE-4.-NEN-TANG-dON-dIEU-VA-CUC-TRI-CHUA-dE-SO-3-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20EMPIRE/10/CHU-dE-4.-NEN-TANG-dON-dIEU-VA-CUC-TRI-CHUA-dE-SO-3-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","1","Tài liệu:https://drive.google.com/drive/folders/1dfZ2Uv--JyIU-cdoaVe1Dn3YB3ueLfDC?usp=drive_link","26/6/2026","30/6/2026"
"52","2k9-dgnl-dgnl-hcm-empire-team","2K9 DGNL | DGNL HCM - EMPIRE TEAM","KIẾN THỨC NỀN TẢNG TRỌNG TÂM","Toán học","","Mth8GO8IV59rYgni3vZE","CHỦ ĐỀ 5. NỀN TẢNG VỀ MIN MAX HÀM SỐ","hls","b2:2k9 EMPIRE/10/CHU-dE-5.-NEN-TANG-VE-MIN-MAX-HAM-SO-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20EMPIRE/10/CHU-dE-5.-NEN-TANG-VE-MIN-MAX-HAM-SO-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","1","Tài liệu:https://drive.google.com/drive/folders/1oI9BVf0eJm1c69_1V20Y7UZgfECbDLSF?usp=drive_link","26/6/2026","30/6/2026"
"53","2k9-dgnl-dgnl-hcm-empire-team","2K9 DGNL | DGNL HCM - EMPIRE TEAM","Bổ trợ kiến thức nền tảng","Toán học","","t9YbtowHnBiYnrIVvq39","BỔ TRỢ TIỆM CẬN HÀM SỐ","hls","b2:2k9 EMPIRE/10/Nen-tang-ve-tiem-can-cua-do-thi-ham-so-bo-tro-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20EMPIRE/10/Nen-tang-ve-tiem-can-cua-do-thi-ham-so-bo-tro-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","1","Tài liệu:https://drive.google.com/drive/folders/10EPaLpbrXc1q524M39pK6ceI3kXLOiGk?usp=drive_link","30/6/2026","1/7/2026"
"54","2k9-dgnl-dgnl-hcm-empire-team","2K9 DGNL | DGNL HCM - EMPIRE TEAM","KIẾN THỨC NỀN TẢNG TRỌNG TÂM","Toán học","","3L8olY74rfsn3aC98KXf","CHỦ ĐỀ 6. NỀN TẢNG VỀ TIỆM CẬN CỦA ĐỒ THỊ HÀM SỐ","hls","b2:2k9 EMPIRE/10/CHU-dE-6.-NEN-TANG-VE-TIEM-CAN-CUA-dO-THI-HAM-SO-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20EMPIRE/10/CHU-dE-6.-NEN-TANG-VE-TIEM-CAN-CUA-dO-THI-HAM-SO-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","1","Tài liệu:https://drive.google.com/drive/folders/1-Ms4g64mO1VX22hex92Rt3x9iRAuIpLW?usp=drive_link","26/6/2026","30/6/2026"
"55","2k9-dgnl-dgnl-hcm-empire-team","2K9 DGNL | DGNL HCM - EMPIRE TEAM","Bổ trợ kiến thức nền tảng","Toán học","","J8Yyet7CHvikJ7DYTkj3","Hàm hợp và phương pháp ghép trục buổi 1 - bổ trợ","hls","b2:2k9 EMPIRE/11/Ham-hop-va-phuong-phap-ghep-truc-buoi-1-bo-tro-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20EMPIRE/11/Ham-hop-va-phuong-phap-ghep-truc-buoi-1-bo-tro-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","1","Tài liệu:https://drive.google.com/drive/folders/1sCOTI33RevNDqrQaNVpsi2HIeczHtz5W?usp=drive_link","1/7/2026","1/7/2026"
"56","2k9-dgnl-dgnl-hcm-empire-team","2K9 DGNL | DGNL HCM - EMPIRE TEAM","Bổ trợ kiến thức nền tảng","Toán học","","4dtGE5H9J3GcalyqXSJ8","Hàm hợp và phương pháp ghép trục buổi 2","hls","b2:2k9 EMPIRE/11/Ham-hop-va-phuong-phap-ghep-truc-buoi-2-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20EMPIRE/11/Ham-hop-va-phuong-phap-ghep-truc-buoi-2-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","1","Tài liệu:https://drive.google.com/drive/folders/1sCOTI33RevNDqrQaNVpsi2HIeczHtz5W?usp=drive_link","1/7/2026","1/7/2026"
"57","2k9-dgnl-dgnl-hcm-empire-team","2K9 DGNL | DGNL HCM - EMPIRE TEAM","KIẾN THỨC NỀN TẢNG TRỌNG TÂM","Toán học","","ivOedYB5LkKR27MZUsRX","CHỦ ĐỀ 5. NỀN TẢNG VỀ MIN MAX HÀM SỐ - CHỮA ĐỀ SỐ 1","hls","b2:2k9 EMPIRE/10/CHU-dE-5.-NEN-TANG-VE-MIN-MAX-HAM-SO-CHUA-dE-SO-1-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20EMPIRE/10/CHU-dE-5.-NEN-TANG-VE-MIN-MAX-HAM-SO-CHUA-dE-SO-1-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","1","Tài liệu:https://drive.google.com/drive/folders/1oI9BVf0eJm1c69_1V20Y7UZgfECbDLSF?usp=drive_link","26/6/2026","30/6/2026"
